This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"7033939","LA MACAZA",-74.7667,46.3667,2658,"EC","153966"
"7034040","L'ANNONCIATI",-74.8667,46.4167,2662,"EC","153969"
"7034365","LUSKVILLE",-76.0500,45.5333,2672,"EC","153971"
"7034395","LYTTON",-76.0333,46.6833,2652,"EC","153972"
"7035109","MONTEBELLO",-74.9333,45.6500,2677,"EC","153977"
"7035110","MONTEBELLO (",-74.9333,45.7000,2667,"EC","153978"
"7035160","MONT LAURIER",-75.5500,46.5667,2655,"EC","153981"
"7035520","NOMININGUE",-75.0833,46.4000,2653,"EC","153984"
"7035666","NOTRE DAME D",-74.9833,45.8000,2665,"EC","153985"
"7035680","NOTRE DAME D",-75.6333,46.1167,2662,"EC","153986"
"7036063","POINTE AU CH",-74.8000,45.6500,2672,"EC","153989"
"7036762","STE AGATHE D",-74.2833,46.0500,2655,"EC","153991"
"7036855","STE ANNE DU",-75.3333,46.8500,2646,"EC","153993"
"7037230","ST FAUSTIN",-74.4833,46.1167,2657,"EC","153995"
"7037310","ST HIPPOLYTE",-74.0000,45.9833,2658,"EC","153996"
"7037400","ST JEROME",-74.0500,45.8000,2667,"EC","153997"
"7038040","SHAWVILLE",-76.4667,45.6167,2662,"EC","153999"
"7038080","SHEENBORO",-77.2500,45.9667,2666,"EC","154001"
"7038500","THURSO",-75.2667,45.6000,2672,"EC","154003"
"7038587","VAL DES BOIS",-75.6000,45.9000,2661,"EC","154004"
"7038835","WAKEFIELD",-75.9000,45.6000,2677,"EC","154005"
"7038975","WRIGHT",-76.0500,46.0667,2662,"EC","154008"
"703BBD2","DUHAMEL",-75.0833,46.0167,2662,"EC","154009"
"7040440","BAIE-COMEAU",-68.2000,49.1333,2645,"EC","154012"
"7040446","BAIE ST PAUL",-70.5000,47.4167,2663,"EC","154015"
"7041177","CAP TOURMENT",-70.7833,47.0667,2667,"EC","154023"
"7041330","CHATEAU RICH",-71.0333,46.9667,2662,"EC","154025"
"7042378","FORESTVILLE",-69.0833,48.7333,2646,"EC","154031"
"7042388","FORET MONTMO",-71.1500,47.3167,2636,"EC","154033"
"7042840","GRANDES BERG",-69.5167,48.2500,2645,"EC","154036"
"7042870","GRAND FONDS",-70.1167,47.7500,2638,"EC","154037"
"7043540","LABRIEVILLE",-69.5500,49.3000,2618,"EC","154038"
"7043960","LA MALBAIE",-70.1500,47.6667,2658,"EC","154042"
"7044292","LES EBOULEME",-70.2500,47.5000,2648,"EC","154046"
"7044453","MANIC 2 LB1",-68.4000,49.3000,2638,"EC","154048"
"7045672","NOTRE DAME D",-70.4167,47.6667,2650,"EC","154053"
"7046004","PETITE RIV S",-70.5667,47.3167,2672,"EC","154056"
"7046010","PETIT SAGUEN",-70.0500,48.1833,2635,"EC","154057"
"7046619","RIVIERE ETER",-70.4000,48.2500,2628,"EC","154061"
"7046837","STE ANNE DE",-70.9167,47.0333,2657,"EC","154063"
"7047250","ST FEREOL",-70.8333,47.1167,2657,"EC","154065"
"7047396","ST JEAN (IO)",-70.9167,46.9167,2661,"EC","154068"
"7047722","STE ROSE DU",-70.5333,48.4000,2632,"EC","154071"
"7047770","ST URBAIN",-70.5500,47.5667,2658,"EC","154074"
"704CBGH","ILE AUX COUD",-70.3833,47.3833,2670,"EC","154083"
"704GBFF","ST FRANCOIS",-70.8333,46.9833,2661,"EC","154088"
"704GC09","ST HILARION",-70.4000,47.6000,2643,"EC","154089"
"7050085","ALBERTVILLE",-67.3500,48.3000,2633,"EC","154095"
"7050140","AMQUI",-67.4500,48.5167,2636,"EC","154096"
"7050245","ARMAGH STATI",-70.6167,46.7167,2648,"EC","154099"
"7050455","BARRAGE LAC",-69.5167,47.6500,2648,"EC","154100"
"7050762","BIC",-68.6667,48.4000,2660,"EC","154105"
"7050MGC","BARRIERE MIT",-67.9333,48.3667,2643,"EC","154108"
"7051041","CAP CHAT DEL",-66.7000,49.1000,2656,"EC","154111"
"7051200","CAUSAPSCAL",-67.2333,48.3667,2643,"EC","154120"
"7053140","HONFLEUR",-70.8500,46.6833,2645,"EC","154125"
"7053380","KAMOURASKA",-69.8500,47.5833,2658,"EC","154126"
"7053649","LAC HUMQUI",-67.5667,48.2833,2640,"EC","154127"
"7053935","L'ALVERNE",-66.7000,48.1333,2645,"EC","154128"
"7053980","LAMARTINE",-70.3500,47.0333,2660,"EC","154129"
"7054095","LA POCATIERE",-70.0333,47.3500,2658,"EC","154130"
"7054355","LUCEVILLE",-68.3667,48.5167,2656,"EC","154134"
"7054640","MATANE",-67.4667,48.8500,2653,"EC","154136"
"7055104","MONT BLEU",-69.3833,47.5667,2618,"EC","154139"
"7055210","MONTMAGNY",-70.5833,46.9667,2662,"EC","154143"
"7055675","NOTRE DAME D",-68.8000,47.6000,2642,"EC","154148"
"7055685","NOTRE DAME D",-70.4000,46.8333,2648,"EC","154149"
"7055770","OUIMET",-68.2000,48.3167,2640,"EC","154151"
"7055793","PARC METIS",-68.1333,48.6333,2661,"EC","154153"
"7056003","PETITE MATAN",-67.4500,48.8667,2656,"EC","154155"
"7056067","POINTE AU PE",-68.4833,48.5000,2652,"EC","154156"
"7056240","PRICE",-68.1333,48.6000,2653,"EC","154158"
"7056480","RIMOUSKI",-68.5167,48.4500,2657,"EC","154159"
"7056600","RIVIERE BLEU",-69.0333,47.4333,213,"EC","154160"
"7056890","ST ARSENE",-69.3833,47.9500,2648,"EC","154167"
"7056922","ST BRUNO KAM",-69.7833,47.4500,2653,"EC","154168"
"7056930","ST CAMILLE",-70.2167,46.4833,2648,"EC","154169"
"7056970","ST CHARLES G",-68.0500,48.3333,2635,"EC","154170"
"7057024","ST CLEMENT",-69.1000,47.9167,2640,"EC","154171"
"7057089","ST DAMASE DE",-67.8167,48.6500,2643,"EC","154172"
"7057090","ST DAMASE DE",-70.1333,47.2000,2648,"EC","154173"
"7057269","ST GABRIEL",-68.1500,48.4833,2638,"EC","154176"
"7057287","STE GERMAINE",-70.4667,46.4167,2638,"EC","154177"
"7057304","ST GUY",-68.8167,48.0500,2635,"EC","154178"
"7057395","ST JEAN DE C",-67.1167,48.8833,2633,"EC","154180"
"7057515","STE LUCIE",-70.0167,46.7333,373,"EC","154181"
"7057518","ST MALACHIE",-70.8167,46.5500,2657,"EC","154182"
"7057525","SAINTE MARGU",-67.1000,48.3167,2630,"EC","154183"
"7057567","SAINT MICHEL",-70.8833,46.8667,2655,"EC","154184"
"7057574","ST MODESTE",-69.3833,47.8500,2648,"EC","154185"
"7057600","ST PAMPHILE",-69.7833,46.9667,388,"EC","154187"
"7057650","STE PERPETUE",-69.9333,47.0500,2645,"EC","154190"
"7057680","ST RAPHAEL",-70.7500,46.8167,2657,"EC","154192"
"7057692","ST RENE DE M",-67.3833,48.6833,2650,"EC","154193"
"7057720","STE ROSE DU",-68.6333,47.5667,2650,"EC","154194"
"7058220","SQUATECK",-68.7000,47.8833,2643,"EC","154196"
"7058520","TRINITE DES",-68.4833,48.1333,2642,"EC","154197"
"7058560","TROIS PISTOL",-69.1167,48.1500,2652,"EC","154198"
"705GE9G","ST PACOME",-69.9500,47.3833,2656,"EC","154202"
"705LG09","LADRIERE",-68.7833,48.2500,2645,"EC","154204"
"7060080","ALBANEL",-72.4500,48.8833,2615,"EC","154209"
"7061442","CHICOUTIMI U",-71.0500,48.4167,2630,"EC","154224"
"7062368","FERLAND",-70.8333,48.2000,2640,"EC","154233"
"7063090","HEMON",-72.6000,49.0667,2613,"EC","154235"
"7063320","ISLE MALIGNE",-71.6333,48.5833,2628,"EC","154236"
"7063560","LAC BOUCHETT",-72.1667,48.2167,2625,"EC","154239"
"7063690","LAC STE CROI",-71.7500,48.4167,2620,"EC","154244"
"7064180","LATERRIERE",-71.1333,48.3000,2623,"EC","154245"
"7065100","MONT APICA",-71.4167,47.9667,2630,"EC","154252"
"7065640","NORMANDIN CD",-72.5333,48.8500,2610,"EC","154255"
"7065667","NOTRE DAME D",-72.3167,49.0667,2613,"EC","154256"
"7066080","PORTAGE DES",-71.2167,48.3000,2628,"EC","154260"
"7066820","ST AMBROISE",-71.3333,48.5667,2623,"EC","154266"
"7067060","ST COEUR DE",-71.7167,48.6333,2622,"EC","154267"
"7067460","ST LEON DE L",-71.5167,48.6667,2620,"EC","154269"
"7067658","ST PRIME",-72.4167,48.6167,2620,"EC","154270"
"7068160","SHIPSHAW",-71.2167,48.4500,2633,"EC","154271"
"706CP09","LA DORE",-72.7167,48.7667,2620,"EC","154275"
"706KC09","FALARDEAU",-71.1333,48.6333,2623,"EC","154278"
"7070456","BARRAGE MATT",-73.6500,46.8500,2646,"EC","154284"
"7073652","LAC INMAN",-73.1833,46.9833,2645,"EC","154291"
"7074240","LA TUQUE",-72.7833,47.4000,2648,"EC","154293"
"7077570","ST MICHEL DE",-73.9167,46.6833,2655,"EC","154303"
"7080452","BARRAGE ANGL",-79.2333,47.5500,2638,"EC","154308"
"7080600","BELLETERRE",-78.7000,47.3833,2640,"EC","154310"
"7081000","CADILLAC",-78.3833,48.2167,2628,"EC","154311"
"7082880","GRAND LAC VI",-77.3667,47.8333,2630,"EC","154313"
"7083480","KIPAWA LANIE",-79.2667,47.0500,2648,"EC","154314"
"7084560","MANNEVILLE",-78.4833,48.5500,2618,"EC","154318"
"7085102","MONTBEILLARD",-79.2667,48.0500,2625,"EC","154319"
"7085106","MONT BRUN",-78.7333,48.4167,2615,"EC","154320"
"7086380","RAPIDE DES J",-77.7000,46.2000,2662,"EC","154325"
"7086630","RIVIERE KINO",-78.8667,48.2167,2630,"EC","154330"
"7088760","VILLE MARIE",-79.4333,47.3500,2643,"EC","154336"
"708DBCE","LATULIPE",-79.0167,47.4333,2638,"EC","154338"
"7090120","AMOS",-78.1333,48.5667,2618,"EC","154342"
"7090866","BROUILLAN",-78.9500,49.8000,2608,"EC","154346"
"7091305","CHAPAIS 2",-74.8500,49.7833,2598,"EC","154350"
"7091401","CHIBOUGAMAU",-74.4167,49.8167,2596,"EC","154353"
"7093376","JOUTEL",-78.3000,49.4667,2608,"EC","154360"
"7094121","LA SARRE",-79.1000,48.7833,2616,"EC","154367"
"7094275","LEBEL SUR QU",-76.9667,49.0500,2613,"EC","154368"
"7094639","MATAGAMI A",-77.8167,49.7667,2598,"EC","154371"
"7096215","POULARIES",-78.9833,48.6833,2616,"EC","154378"
"7098360","TASCHEREAU",-78.7000,48.6667,2616,"EC","154388"
"70986RN","VAL ST GILLE",-79.1333,48.9833,2613,"EC","154391"
"709BBDH","DUPARQUET",-79.2667,48.5167,2620,"EC","154392"
"709CEE9","LAC BERRY",-78.2833,48.8000,2616,"EC","154394"
"709M332","LOUVICOURT",-77.3833,48.0667,2626,"EC","154399"
"8100300","AROOSTOOK",-67.7167,46.8000,91,"EC","154402"
"8100512","BEECHWOOD",-67.6667,46.5333,2671,"EC","154408"
"8100566","BON ACCORD",-67.5833,46.6500,2656,"EC","154415"
"8100775","CANTERBURY",-67.4667,45.8833,2677,"EC","154423"
"8101600","FREDERICTON",-66.6167,45.9167,2686,"EC","154448"
"8101850","GOUNAMITZ RI",-67.9333,47.6667,297,"EC","154454"
"8101904","GRAND FALLS",-67.7000,47.0333,2650,"EC","154456"
"8102201","HARVEY STATI",-67.0333,45.6667,2682,"EC","154467"
"8102234","HOYT BLISSVI",-66.5667,45.6000,2694,"EC","154473"
"8102275","JUNIPER",-67.1667,46.5500,2663,"EC","154474"
"8102536","MACTAQUAC PR",-66.9000,45.9500,2683,"EC","154486"
"8102566","MAPLETON",-67.2333,46.1833,2667,"EC","154489"
"8102975","MILLTOWN",-67.3000,45.1667,16,"EC","154496"
"8103700","NICTAU",-67.1500,47.2333,2668,"EC","154505"
"8103845","PENNFIELD",-66.7333,45.1000,2713,"EC","154510"
"8104480","ROYAL ROAD",-66.7167,46.0500,2676,"EC","154524"
"8105065","SOUTHWEST HE",-66.9000,44.6000,2728,"EC","154550"
"8105302","TIDE HEAD",-66.7667,47.9667,2658,"EC","154555"
"8105600","WOODSTOCK",-67.5500,46.1667,2670,"EC","154568"
"810JL00","EDMUNDSTON",-68.2833,47.3667,198,"EC","154575"
"8202800","PORT MELLON",-123.4830,49.5170,123,"EC","164355"
"CMSI","SAINT-GERMAI",-72.5369,45.8255,85,"ASOS","181942"
"CTMS","TIMMINS CLIM",-81.3903,48.5572,294,"ASOS","181964"
"CTPM","PEMBROKE CLI",-77.2522,45.8603,161,"ASOS","181965"
"CVOP","POWELL RIVER",-124.4982,49.8344,125,"ASOS","181979"
"CWQB","QUEBEC/JEAN",-71.3817,46.8036,73,"ASOS","182000"
"190301","UA5117.547.5",-117.5000,47.5000,2522,"UPPERAIR","GGUAS105"
"190302","UA511547.5",-115.0000,47.5000,2523,"UPPERAIR","GGUAS108"
"190303","UA5112.547.5",-112.5000,47.5000,2524,"UPPERAIR","GGUAS111"
"190304","UA511047.5",-110.0000,47.5000,2528,"UPPERAIR","GGUAS114"
"190305","UA512050",-120.0000,49.7500,2512,"UPPERAIR","GGUAS15"
"190306","UA5117.550",-117.5000,49.7500,2500,"UPPERAIR","GGUAS18"
"190307","UA512545",-124.7500,45.0000,2539,"UPPERAIR","GGUAS183"
"190308","UA5122.545",-122.5000,45.0000,2544,"UPPERAIR","GGUAS186"
"190309","UA512045",-120.0000,45.0000,2544,"UPPERAIR","GGUAS189"
"190310","UA5117.545",-117.5000,45.0000,2543,"UPPERAIR","GGUAS192"
"190311","UA511545",-115.0000,45.0000,2540,"UPPERAIR","GGUAS195"
"190312","UA5112.545",-112.5000,45.0000,2543,"UPPERAIR","GGUAS198"
"190313","UA511045",-110.0000,45.0000,2544,"UPPERAIR","GGUAS201"
"190314","UA5107.545",-107.5000,45.0000,2539,"UPPERAIR","GGUAS204"
"190315","UA511550",-115.0000,49.7500,2499,"UPPERAIR","GGUAS21"
"190316","UA77545",-75.0000,45.0000,2628,"UPPERAIR","GGUAS242"
"190317","UA772.545",-72.5000,45.0000,2630,"UPPERAIR","GGUAS245"
"190318","UA77045",-70.0000,45.0000,2638,"UPPERAIR","GGUAS248"
"190319","UA512542.5",-124.7500,42.5000,2565,"UPPERAIR","GGUAS270"
"190320","UA5122.542.5",-122.5000,42.5000,2562,"UPPERAIR","GGUAS273"
"190321","UA512042.5",-120.0000,42.5000,2566,"UPPERAIR","GGUAS276"
"190322","UA5117.542.5",-117.5000,42.5000,2559,"UPPERAIR","GGUAS279"
"190323","UA511542.5",-115.0000,42.5000,2559,"UPPERAIR","GGUAS282"
"190324","UA5112.542.5",-112.5000,42.5000,2559,"UPPERAIR","GGUAS285"
"190325","UA511042.5",-110.0000,42.5000,2563,"UPPERAIR","GGUAS288"
"190326","UA5107.542.5",-107.5000,42.5000,2568,"UPPERAIR","GGUAS291"
"190327","UA510542.5",-105.0000,42.5000,2558,"UPPERAIR","GGUAS294"
"190328","UA777.542.5",-77.5000,42.5000,2655,"UPPERAIR","GGUAS326"
"190329","UA77542.5",-75.0000,42.5000,2656,"UPPERAIR","GGUAS329"
"190330","UA5122.540",-122.5000,40.0000,2586,"UPPERAIR","GGUAS360"
"190331","UA512040",-120.0000,40.0000,2588,"UPPERAIR","GGUAS363"
"190332","UA5117.540",-117.5000,40.0000,2585,"UPPERAIR","GGUAS366"
"190333","UA511540",-115.0000,40.0000,2578,"UPPERAIR","GGUAS369"
"190334","UA5112.540",-112.5000,40.0000,2580,"UPPERAIR","GGUAS372"
"190335","UA511040",-110.0000,40.0000,2583,"UPPERAIR","GGUAS375"
"190336","UA5107.540",-107.5000,40.0000,2585,"UPPERAIR","GGUAS378"
"190337","UA510540",-105.0000,40.0000,2583,"UPPERAIR","GGUAS381"
"190338","UA5102.540",-102.5000,40.0000,2575,"UPPERAIR","GGUAS384"
"190339","UA78040",-80.0000,40.0000,2686,"UPPERAIR","GGUAS410"
"190340","UA777.540",-77.5000,40.0000,2686,"UPPERAIR","GGUAS413"
"190341","UA5122.537.5",-122.5000,37.5000,2608,"UPPERAIR","GGUAS447"
"190342","UA512037.5",-120.0000,37.5000,2606,"UPPERAIR","GGUAS450"
"190343","UA5117.537.5",-117.5000,37.5000,2605,"UPPERAIR","GGUAS453"
"190344","UA511537.5",-115.0000,37.5000,2602,"UPPERAIR","GGUAS456"
"190345","UA5112.537.5",-112.5000,37.5000,2598,"UPPERAIR","GGUAS459"
"190346","UA511037.5",-110.0000,37.5000,2605,"UPPERAIR","GGUAS462"
"190347","UA5107.537.5",-107.5000,37.5000,2608,"UPPERAIR","GGUAS465"
"190348","UA510537.5",-105.0000,37.5000,2605,"UPPERAIR","GGUAS468"
"190349","UA5102.537.5",-102.5000,37.5000,2603,"UPPERAIR","GGUAS471"
"190350","UA782.537.5",-82.5000,37.5000,2725,"UPPERAIR","GGUAS494"
"190351","UA78037.5",-80.0000,37.5000,2723,"UPPERAIR","GGUAS497"
"190352","UA512035",-120.0000,35.0000,2623,"UPPERAIR","GGUAS537"
"190353","UA5117.535",-117.5000,35.0000,2623,"UPPERAIR","GGUAS540"
"190354","UA511535",-115.0000,35.0000,2623,"UPPERAIR","GGUAS543"
"190355","UA5112.535",-112.5000,35.0000,2623,"UPPERAIR","GGUAS546"
"190356","UA511035",-110.0000,35.0000,2626,"UPPERAIR","GGUAS549"
"190357","UA5107.535",-107.5000,35.0000,2626,"UPPERAIR","GGUAS552"
"190358","UA510535",-105.0000,35.0000,2625,"UPPERAIR","GGUAS555"
"190359","UA79535",-95.0000,35.0000,2767,"UPPERAIR","GGUAS566"
"190360","UA78535",-85.0000,35.0000,2762,"UPPERAIR","GGUAS578"
"190361","UA782.535",-82.5000,35.0000,2762,"UPPERAIR","GGUAS581"
"190362","UA5117.532.5",-117.5000,32.5000,2635,"UPPERAIR","GGUAS627"
"190363","UA5112.532.5",-112.5000,32.5000,2646,"UPPERAIR","GGUAS633"
"190364","UA511032.5",-110.0000,32.5000,2645,"UPPERAIR","GGUAS636"
"190365","UA5107.532.5",-107.5000,32.5000,2643,"UPPERAIR","GGUAS639"
"190366","UA510532.5",-105.0000,32.5000,2642,"UPPERAIR","GGUAS642"
"190367","UA511030",-110.0000,30.0000,2666,"UPPERAIR","GGUAS723"
"190368","UA5122.547.5",-122.5000,47.5000,2524,"UPPERAIR","GGUAS99"
"190404","UA512047.5",-120.0000,47.5000,2526,"UPPERAIR","GGUAS102"
"192092","UA77047.5",-70.0000,47.5000,2595,"UPPERAIR","GGUAS161"
"192093","UA767.547.5",-67.5000,47.5000,2615,"UPPERAIR","GGUAS164"
"192094","UA510545",-105.0000,45.0000,2533,"UPPERAIR","GGUAS207"
"192095","UA5102.545",-102.5000,45.0000,2529,"UPPERAIR","GGUAS210"
"192096","UA5112.550",-112.5000,49.7500,2516,"UPPERAIR","GGUAS24"
"192097","UA767.545",-67.5000,45.0000,2645,"UPPERAIR","GGUAS251"
"192098","UA5102.542.5",-102.5000,42.5000,2549,"UPPERAIR","GGUAS297"
"192099","UA78042.5",-80.0000,42.5000,2655,"UPPERAIR","GGUAS323"
"192100","UA772.542.5",-72.5000,42.5000,2662,"UPPERAIR","GGUAS332"
"192101","UA512540",-124.7500,40.0000,2585,"UPPERAIR","GGUAS357"
"192102","UA78537",-85.0000,37.5000,2725,"UPPERAIR","GGUAS491"
"192103","UA78035",-80.0000,35.0000,2761,"UPPERAIR","GGUAS584"
"192104","UA511532.5",-115.0000,32.5000,2643,"UPPERAIR","GGUAS630"
"192105","UA5107.530",-107.5000,30.0000,2665,"UPPERAIR","GGUAS726"
"192106","UA510530",-105.0000,30.0000,2666,"UPPERAIR","GGUAS729"
"192107","UA5102.530",-102.5000,30.0000,2666,"UPPERAIR","GGUAS732"
"192108","UA512550",-124.7500,49.7500,2514,"UPPERAIR","GGUAS9"
"192109","UA512547.5",-124.7500,47.5000,2529,"UPPERAIR","GGUAS96"
"192110","UA710545",-105.0000,45.0000,2696,"UPPERAIR","GGUAS206"
"192111","UA7102.545",-102.5000,45.0000,2691,"UPPERAIR","GGUAS209"
"192112","UA7112.550",-112.5000,49.7500,2682,"UPPERAIR","GGUAS23"
"192113","UA7102.542.5",-102.5000,42.5000,2711,"UPPERAIR","GGUAS296"
"192114","UA712540",-124.7500,40.0000,2756,"UPPERAIR","GGUAS356"
"192115","UA711532.5",-115.0000,32.5000,2812,"UPPERAIR","GGUAS629"
"192116","UA7107.530",-107.5000,30.0000,2826,"UPPERAIR","GGUAS725"
"192117","UA710530",-105.0000,30.0000,2826,"UPPERAIR","GGUAS728"
"192118","UA7102.530",-102.5000,30.0000,2828,"UPPERAIR","GGUAS731"
"192119","UA712550",-124.7500,49.7500,2678,"UPPERAIR","GGUAS8"
"192120","UA712547.5",-124.7500,47.5000,2694,"UPPERAIR","GGUAS95"
"192121","UA712050",-120.0000,49.7500,2675,"UPPERAIR","GGUAS14"
"192122","UA7117.550",-117.5000,49.7500,2665,"UPPERAIR","GGUAS17"
"192123","UA711550",-115.0000,49.7500,2665,"UPPERAIR","GGUAS20"
"192124","UA7122.547.5",-122.5000,47.5000,2687,"UPPERAIR","GGUAS98"
"192125","UA712047.5",-120.0000,47.5000,2687,"UPPERAIR","GGUAS101"
"192126","UA7117.547.5",-117.5000,47.5000,2682,"UPPERAIR","GGUAS104"
"192127","UA711547.5",-115.0000,47.5000,2685,"UPPERAIR","GGUAS107"
"192128","UA7112.547.5",-112.5000,47.5000,2687,"UPPERAIR","GGUAS110"
"192129","UA711047.5",-110.0000,47.5000,2692,"UPPERAIR","GGUAS113"
"192130","UA712545",-124.7500,45.0000,2707,"UPPERAIR","GGUAS182"
"192131","UA7122.545",-122.5000,45.0000,2709,"UPPERAIR","GGUAS185"
"192132","UA712045",-120.0000,45.0000,2704,"UPPERAIR","GGUAS188"
"192133","UA7117.545",-117.5000,45.0000,2702,"UPPERAIR","GGUAS191"
"192134","UA711545",-115.0000,45.0000,2699,"UPPERAIR","GGUAS194"
"192135","UA7112.545",-112.5000,45.0000,2701,"UPPERAIR","GGUAS197"
"192136","UA711045",-110.0000,45.0000,2704,"UPPERAIR","GGUAS200"
"192137","UA7107.545",-107.5000,45.0000,2702,"UPPERAIR","GGUAS203"
"192138","UA712542.5",-124.7500,42.5000,2736,"UPPERAIR","GGUAS269"
"192139","UA7122.542.5",-122.5000,42.5000,2729,"UPPERAIR","GGUAS272"
"192140","UA712042.5",-120.0000,42.5000,2730,"UPPERAIR","GGUAS275"
"192141","UA7117.542.5",-117.5000,42.5000,2719,"UPPERAIR","GGUAS278"
"192142","UA711542.5",-115.0000,42.5000,2716,"UPPERAIR","GGUAS281"
"192143","UA7112.542.5",-112.5000,42.5000,2714,"UPPERAIR","GGUAS284"
"192144","UA711042.5",-110.0000,42.5000,2719,"UPPERAIR","GGUAS287"
"192145","UA7107.542.5",-107.5000,42.5000,2726,"UPPERAIR","GGUAS290"
"192146","UA710542.5",-105.0000,42.5000,2719,"UPPERAIR","GGUAS293"
"192147","UA7122.540",-122.5000,40.0000,2756,"UPPERAIR","GGUAS359"
"192148","UA712040",-120.0000,40.0000,2756,"UPPERAIR","GGUAS362"
"192149","UA7117.540",-117.5000,40.0000,2749,"UPPERAIR","GGUAS365"
"192150","UA711540",-115.0000,40.0000,2738,"UPPERAIR","GGUAS368"
"192151","UA7112.540",-112.5000,40.0000,2738,"UPPERAIR","GGUAS371"
"192152","UA711040",-110.0000,40.0000,2740,"UPPERAIR","GGUAS374"
"192153","UA7107.540",-107.5000,40.0000,2744,"UPPERAIR","GGUAS377"
"192154","UA710540",-105.0000,40.0000,2744,"UPPERAIR","GGUAS380"
"192155","UA7102.540",-102.5000,40.0000,2738,"UPPERAIR","GGUAS383"
"192156","UA7122.537.5",-122.5000,37.5000,2776,"UPPERAIR","GGUAS446"
"192157","UA712037.5",-120.0000,37.5000,2775,"UPPERAIR","GGUAS449"
"192158","UA7117.537.5",-117.5000,37.5000,2771,"UPPERAIR","GGUAS452"
"192159","UA711537.5",-115.0000,37.5000,2766,"UPPERAIR","GGUAS455"
"192160","UA7112.537.5",-112.5000,37.5000,2757,"UPPERAIR","GGUAS458"
"192161","UA711037.5",-110.0000,37.5000,2764,"UPPERAIR","GGUAS461"
"192162","UA7107.537.5",-107.5000,37.5000,2767,"UPPERAIR","GGUAS464"
"192163","UA710537.5",-105.0000,37.5000,2767,"UPPERAIR","GGUAS467"
"192164","UA7102.537.5",-102.5000,37.5000,2766,"UPPERAIR","GGUAS470"
"192165","UA712035",-120.0000,35.0000,2792,"UPPERAIR","GGUAS536"
"192166","UA7117.535",-117.5000,35.0000,2792,"UPPERAIR","GGUAS539"
"192167","UA711535",-115.0000,35.0000,2788,"UPPERAIR","GGUAS542"
"192168","UA7112.535",-112.5000,35.0000,2786,"UPPERAIR","GGUAS545"
"192169","UA711035",-110.0000,35.0000,2786,"UPPERAIR","GGUAS548"
"192170","UA7107.535",-107.5000,35.0000,2786,"UPPERAIR","GGUAS551"
"192171","UA710535",-105.0000,35.0000,2787,"UPPERAIR","GGUAS554"
"192172","UA7117.532.5",-117.5000,32.5000,2806,"UPPERAIR","GGUAS626"
"192173","UA7112.532.5",-112.5000,32.5000,2813,"UPPERAIR","GGUAS632"
"192174","UA711032.5",-110.0000,32.5000,2806,"UPPERAIR","GGUAS635"
"192175","UA7107.532.5",-107.5000,32.5000,2803,"UPPERAIR","GGUAS638"
"192176","UA710532.5",-105.0000,32.5000,2802,"UPPERAIR","GGUAS641"
"192177","UA711030",-110.0000,30.0000,2833,"UPPERAIR","GGUAS722"
"42011","BUOY 42011",-93.5000,29.7000,0,"NDBC","200735"
"44005","GULF OF MAIN",-69.1283,43.2008,2764,"NDBC","200748"
